time,sector,symbol,score,price,fear_greed,put_call,held,running
2026-07-27 04:07:02,oil,XOP,-13.71,174.13,30,0.99,0,True
2026-07-27 04:07:02,industry,XLI,-3.54,182.63,30,0.99,0,True
2026-07-27 04:07:02,steel,SLX,-3.54,103.54,30,0.99,0,True
2026-07-27 04:07:02,defense,ITA,-11.73,240.2,30,0.99,0,True
2026-07-27 04:07:02,finance,XLF,10.96,56.325,30,0.99,0,True
2026-07-27 04:07:02,tech,XLK,-0.58,175.93,30,0.99,0,True
2026-07-27 04:07:02,gold,GLD,9.58,371.87,30,0.99,0,True
2026-07-27 04:07:02,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 04:07:02,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 05:07:01,energy,XLE,-5.2,59.61,30,0.99,1,True
2026-07-27 05:07:01,oil,XOP,-12.36,174.13,30,0.99,0,True
2026-07-27 05:07:01,industry,XLI,-2.64,182.63,30,0.99,0,True
2026-07-27 05:07:01,steel,SLX,-2.64,103.54,30,0.99,0,True
2026-07-27 05:07:01,defense,ITA,-11.08,240.2,30,0.99,0,True
2026-07-27 05:07:01,finance,XLF,14.64,56.325,30,0.99,0,True
2026-07-27 05:07:01,tech,XLK,5.52,175.93,30,0.99,0,True
2026-07-27 05:07:01,gold,GLD,12.36,371.87,30,0.99,0,True
2026-07-27 05:07:01,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 05:07:01,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 06:07:02,energy,XLE,-4.65,59.61,30,0.99,1,True
2026-07-27 06:07:02,oil,XOP,-11.82,174.13,30,0.99,0,True
2026-07-27 06:07:02,industry,XLI,-2.91,182.63,30,0.99,0,True
2026-07-27 06:07:02,steel,SLX,-2.91,103.54,30,0.99,0,True
2026-07-27 06:07:02,defense,ITA,-11.4,240.2,30,0.99,0,True
2026-07-27 06:07:02,finance,XLF,13.75,56.325,30,0.99,0,True
2026-07-27 06:07:02,tech,XLK,7.33,175.93,30,0.99,0,True
2026-07-27 06:07:02,gold,GLD,12.66,371.87,30,0.99,0,True
2026-07-27 06:07:02,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 06:07:02,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 07:07:01,energy,XLE,-5.09,59.61,30,0.99,1,True
2026-07-27 07:07:01,oil,XOP,-12.26,174.13,30,0.99,0,True
2026-07-27 07:07:01,industry,XLI,-3.37,182.63,30,0.99,0,True
2026-07-27 07:07:01,steel,SLX,-3.37,103.54,30,0.99,0,True
2026-07-27 07:07:01,defense,ITA,-11.3,240.2,30,0.99,0,True
2026-07-27 07:07:01,finance,XLF,10.45,56.325,30,0.99,0,True
2026-07-27 07:07:01,tech,XLK,5.38,175.93,30,0.99,0,True
2026-07-27 07:07:01,gold,GLD,9.77,371.87,30,0.99,0,True
2026-07-27 07:07:01,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 07:07:01,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 08:07:02,energy,XLE,-2.24,59.61,30,0.99,1,True
2026-07-27 08:07:02,oil,XOP,-11.99,174.13,30,0.99,0,True
2026-07-27 08:07:02,industry,XLI,-1.99,182.63,30,0.99,0,True
2026-07-27 08:07:02,steel,SLX,-1.99,103.54,30,0.99,0,True
2026-07-27 08:07:02,defense,ITA,-14.28,240.2,30,0.99,0,True
2026-07-27 08:07:02,finance,XLF,13.23,56.325,30,0.99,0,True
2026-07-27 08:07:02,tech,XLK,3.69,175.93,30,0.99,0,True
2026-07-27 08:07:02,gold,GLD,13.17,371.87,30,0.99,0,True
2026-07-27 08:07:02,infra,PAVE,0.6,57.69,30,0.99,1,True
2026-07-27 08:07:02,crypto,IBIT,0.0,36.35,30,0.99,0,True
2026-07-27 09:07:02,energy,XLE,-4.24,59.61,30,0.99,1,True
2026-07-27 09:07:02,oil,XOP,-11.17,174.13,30,0.99,0,True
2026-07-27 09:07:02,industry,XLI,-2.76,182.63,30,0.99,0,True
2026-07-27 09:07:02,steel,SLX,-2.76,103.54,30,0.99,0,True
2026-07-27 09:07:02,defense,ITA,-12.34,240.2,30,0.99,0,True
2026-07-27 09:07:02,finance,XLF,11.02,56.325,30,0.99,0,True
2026-07-27 09:07:02,tech,XLK,4.16,175.93,30,0.99,0,True
